cluster_postcode,entity_1_kvk,entity_1_name,entity_1_insolvency,entity_1_bankruptcy_date,entity_2_kvk,entity_2_name,entity_2_insolvency,entity_2_bankruptcy_date,shared_sbi_codes,signals,name_similarity
2993LV,66591287,Flinterdijk II B.V.,F.10/16/578,2016-11-10,58692320,Flinterspirit III B.V.,F.10/16/564,2016-11-10,,same_postcode;name_sim_0.71,0.71
2993LV,58692746,Flinter Orcana II B.V.,F.10/16/563,2016-11-10,58692363,Flintersun III B.V.,F.10/16/565,2016-11-10,,same_postcode;name_sim_0.71,0.71
2993LV,58692746,Flinter Orcana II B.V.,F.10/16/563,2016-11-10,66591120,Flinterduin II B.V.,F.10/16/579,2016-11-10,,same_postcode;name_sim_0.71,0.71
2993LV,58692819,Flinterbothnia II B.V.,F.10/16/561,2016-11-10,58692363,Flintersun III B.V.,F.10/16/565,2016-11-10,,same_postcode;name_sim_0.71,0.71
2993LV,58692819,Flinterbothnia II B.V.,F.10/16/561,2016-11-10,66591120,Flinterduin II B.V.,F.10/16/579,2016-11-10,,same_postcode;name_sim_0.71,0.71
2993LV,58692320,Flinterspirit III B.V.,F.10/16/564,2016-11-10,66591120,Flinterduin II B.V.,F.10/16/579,2016-11-10,,same_postcode;name_sim_0.71,0.71
2993LV,04086376,Flinter Pioneer B.V.,F.10/16/600,2016-11-22,24271854,Flinter Shipping B.V.,F.10/16/659,2016-12-16,,same_postcode;name_sim_0.71,0.71
7559SC,93760701,Smart Grid Holding B.V.,F.08/24/306,2024-09-23,74915835,Smart Grid B.V.,F.08/24/303,2024-09-23,,same_postcode;name_sim_0.71,0.71
3881SL,08057380,Storteboom Kipspecialiteiten B.V.,F.18/14/336,2024-06-12,08021112,Storteboom Putten B.V.,F.18/14/334,2024-06-12,"10120,46231",same_postcode;shared_sbi;name_sim_0.71,0.71
1042AL,86689258,JACKS TRANSPORT B.V.,F.13/24/411,2024-10-03,82525986,Jacks Transport & Logistiek B.V.,F.13/25/5,2025-01-08,,same_postcode;name_sim_0.71,0.71
5916PZ,81690525,Saw-Tech B.V.,F.03/24/263,2024-11-06,81690126,Serv-Tech B.V.,F.03/24/92,2024-05-01,,same_postcode;name_sim_0.71,0.71
1102AX,75530902,Driehoek Security B.V.,F.13/24/497,2024-11-27,75530724,Driehoek Services B.V.,F.13/24/496,2024-11-27,,same_postcode;name_sim_0.71,0.71
3812PZ,09143783,Instore ID B.V.,F.16/24/539,2024-12-04,09171688,Instore ID Holding B.V.,F.16/25/262,2025-05-27,,same_postcode;name_sim_0.71,0.71
7943PG,84395893,AMSLOD XVII B.V.,F.18/25/14,2025-01-08,62541218,AMSLOD B.V.,F.18/25/32,2025-01-10,,same_postcode;name_sim_0.71,0.71
7943PG,80992439,AMSLOD XIII B.V.,F.18/25/10,2025-01-08,62541218,AMSLOD B.V.,F.18/25/32,2025-01-10,,same_postcode;name_sim_0.71,0.71
7943PG,77952782,AMSLOD VIII B.V.,F.18/25/5,2025-01-08,62541218,AMSLOD B.V.,F.18/25/32,2025-01-10,,same_postcode;name_sim_0.71,0.71
1012NZ,88790185,Amarla BBW Holding B.V.,F.13/23/233,2023-08-08,84130016,Amarla BBW B.V.,F.13/23/234,2023-08-08,,same_postcode;name_sim_0.71,0.71
1012NZ,88790185,Amarla BBW Holding B.V.,F.13/23/233,2023-08-08,87631938,Amarla BBW Sales B.V.,F.13/23/235,2023-08-08,,same_postcode;name_sim_0.71,0.71
1012NZ,84130016,Amarla BBW B.V.,F.13/23/234,2023-08-08,87631873,Amarla BBW Belgium B.V.,F.13/23/237,2023-08-08,,same_postcode;name_sim_0.71,0.71
1012NZ,87631938,Amarla BBW Sales B.V.,F.13/23/235,2023-08-08,87631873,Amarla BBW Belgium B.V.,F.13/23/237,2023-08-08,,same_postcode;name_sim_0.71,0.71
1012NZ,88190668,Amarla BBW Greece B.V.,F.13/23/238,2023-08-08,87632063,Amarla BBW Cyprus B.V.,F.13/23/239,2023-08-08,,same_postcode;name_sim_0.71,0.71
3013AK,57719616,Solar Works! B.V.,F.09/24/101,2024-03-20,69263167,SolarWorks! Trading B.V.,F.09/24/138,2024-04-17,,same_postcode;name_sim_0.71,0.71
3197LE,24252333,Hooymeijer B.V.,F.10/24/497,2024-12-25,24489740,Hooymeijer Holding B.V.,F.10/24/503,2024-12-25,,same_postcode;name_sim_0.71,0.71
1018NC,53070038,DAPPP creative B.V.,F.13/24/297,2024-07-17,66885477,DAPPP exploitatie B.V.,F.13/24/298,2024-07-17,,same_postcode;name_sim_0.71,0.71
9723TE,63177838,Lijfering Holding B.V.,F.18/25/29,2025-01-10,17237562,Lijfering Dranken B.V.,F.18/25/30,2025-01-10,,same_postcode;name_sim_0.71,0.71
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,53541294,Weststaete Spread Fund B.V.,F.16/15/435,2015-05-28,68320,same_postcode;shared_sbi;name_sim_0.71,0.71
3584BN,50056220,Weststaete B.V.,F.16/15/429,2015-05-28,51953552,Weststaete Funding B.V.,F.16/15/431,2015-05-28,66199,same_postcode;shared_sbi;name_sim_0.71,0.71
3584BN,50056220,Weststaete B.V.,F.16/15/429,2015-05-28,50055240,Weststaete Holding B.V.,F.16/15/423,2015-05-28,,same_postcode;name_sim_0.71,0.71
3584BN,51953552,Weststaete Funding B.V.,F.16/15/431,2015-05-28,55796338,Weststaete Property Fund B.V.,F.16/15/446,2015-05-28,,same_postcode;name_sim_0.71,0.71
1072SB,34311971,LMH Engineering Recruitment Netherlands B.V.,F.13/25/50,2025-02-12,58510958,Ardekay Recruitment Netherlands B.V.,F.13/25/49,2025-02-12,78100,same_postcode;shared_sbi;name_sim_0.71,0.71
1072SB,56669623,Four Life Sciences Recruitment Netherlands B.V.,F.13/25/47,2025-02-12,58510958,Ardekay Recruitment Netherlands B.V.,F.13/25/49,2025-02-12,78100,same_postcode;shared_sbi;name_sim_0.71,0.71
1083HJ,58742379,Bauporte Maintenance B.V.,F.15/25/147,2025-06-11,68192371,B.V. Bauporte Design Entrances,F.15/25/168,2025-07-02,,same_postcode;name_sim_0.71,0.71
6708PV,66988144,Koekfabriek Beheer B.V.,F.05/25/109,2025-03-07,66995744,Koekfabriek Bakkerij 030 B.V.,F.05/24/362,2024-09-04,,same_postcode;name_sim_0.71,0.71
2491DA,70755132,RAW Paints Holding B.V.,F.09/23/91,2023-04-05,70764158,RAW Paints B.V.,F.09/23/90,2023-04-05,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,76947157,GroeNoord H B.V.,F.18/25/65,2025-02-11,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,70563659,GroeNoord C B.V.,F.18/25/64,2025-02-11,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,70563594,GroeNoord B B.V.,F.18/25/62,2025-02-11,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,76947246,GroeNoord I B.V.,F.18/25/66,2025-02-11,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,76947335,GroeNoord J B.V.,F.18/25/68,2025-02-11,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,70563675,GroeNoord E B.V.,F.18/25/60,2025-02-11,,same_postcode;name_sim_0.71,0.71
9723JK,52503429,GroeNoord Ag&Turf B.V.,F.18/25/57,2025-02-11,70563578,GroeNoord D B.V.,F.18/25/67,2025-02-11,,same_postcode;name_sim_0.71,0.71
5232BX,85831638,Princeps Holding B.V.,F.01/25/109,2025-04-30,17178327,Princeps Marketing B.V.,F.01/25/110,2025-04-30,,same_postcode;name_sim_0.71,0.71
7317BE,75720035,WJ Bakkerij B.V.,F.05/25/186,2025-04-30,75719967,WJ Bakkerswinkels B.V.,F.05/25/185,2025-04-30,,same_postcode;name_sim_0.71,0.71
3125BG,76690741,Besolar Store B.V.,F.10/25/174,2025-05-14,88055485,BeSolar Climate B.V.,F.10/25/176,2025-05-14,,same_postcode;name_sim_0.71,0.71
3511KM,64401316,Carduelis Utrecht B.V.,F.13/25/189,2025-05-28,63536978,Carduelis Haarlem B.V.,F.13/25/190,2025-05-28,,same_postcode;name_sim_0.71,0.71
4625EL,89773772,BB Digital Holding B.V.,F.02/25/193,2025-07-02,89780175,BB Digital B.V.,F.02/25/191,2025-07-02,,same_postcode;name_sim_0.71,0.71
2941AP,64708292,Romab Holding B.V.,F.10/25/268,2025-07-28,56396562,Montana Holding B.V.,F.10/25/269,2025-07-28,,same_postcode;name_sim_0.71,0.71
3312LH,69942455,EHC Fysio Breda B.V.,F.10/25/97,2025-03-13,69976910,EHC Fysio Dordrecht B.V.,F.10/25/96,2025-03-13,,same_postcode;name_sim_0.71,0.71
5048CD,62479970,Kinderkleding Groep B.V.,F.02/23/161,2023-07-06,18033418,Kinderkleding-tekoop.nl B.V.,F.02/23/162,2023-07-06,,same_postcode;name_sim_0.71,0.71
7211LW,82404593,Del Monte Holding B.V.,F.05/23/246,2023-07-14,82413886,Del Monte Finance B.V.,F.05/23/245,2023-07-14,,same_postcode;name_sim_0.71,0.71
5656AE,77414772,COSMICNODE B.V.,F.01/25/228,2025-08-20,77412907,COSMICNODE Holding B.V.,F.01/25/248,2025-09-12,,same_postcode;name_sim_0.71,0.71
8263BL,64136825,Zonnegilde Holding B.V.,F.08/25/229,2025-09-09,56334168,Zonnegilde B.V.,F.08/25/227,2025-09-09,,same_postcode;name_sim_0.71,0.71
8263BL,56334168,Zonnegilde B.V.,F.08/25/227,2025-09-09,69277567,Zonnegilde Montage B.V.,F.08/25/226,2025-09-09,,same_postcode;name_sim_0.71,0.71
5101BB,92296866,SULTA Holding Netherlands B.V.,F.02/25/267,2025-09-17,94766401,LOUAY Staffing Netherlands B.V.,F.02/25/282,2025-10-01,,same_postcode;name_sim_0.71,0.71
5141HA,66261953,Star Collections Distribution B.V.,F.02/24/96,2024-03-01,17261527,Star Collections B.V.,F.02/24/90,2024-02-29,,same_postcode;name_sim_0.71,0.71
5141HA,68233574,ShoeLand Footwear B.V.,F.02/24/94,2024-03-01,27311957,Rehab Footwear B.V.,F.02/24/105,2024-03-07,,same_postcode;name_sim_0.71,0.71
5141HA,17264507,RAW Footwear B.V.,F.02/24/91,2024-03-01,61293776,Newport Footwear B.V.,F.02/24/95,2024-02-29,,same_postcode;name_sim_0.71,0.71
5684PX,61280887,WasteMates B.V.,F.01/25/276,2025-10-16,94618895,WasteMates Holding B.V.,F.01/25/277,2025-10-16,,same_postcode;name_sim_0.71,0.71
1811HD,70461546,Clarks Management B.V.,F.15/24/6,2024-01-10,63966999,Clarks Haarlem B.V.,F.15/24/11,2024-01-10,,same_postcode;name_sim_0.71,0.71
1811HD,27278302,Clarks Eindhoven B.V.,F.15/24/15,2024-01-10,70665540,Clarks Leidsenhage B.V.,F.15/24/16,2024-01-10,,same_postcode;name_sim_0.71,0.71
5347JR,17279738,VEGA-Systems International B.V.,F.01/23/75,2023-04-03,54489911,VEGA-Systems Global B.V.,F.01/23/78,2023-04-03,,same_postcode;name_sim_0.71,0.71
6371XB,70516901,Frank Starmans Holding B.V.,F.03/24/294,2024-12-04,70550212,Frank Starmans Transporten B.V.,F.03/24/293,2024-12-04,,same_postcode;name_sim_0.71,0.71
7451CH,38019120,O.A.D. Vliegreizen B.V.,F.08/13/823,2013-09-26,38016313,OAD Reizen B.V.,F.08/13/822,2013-09-26,,same_postcode;name_sim_0.71,0.71
3111PE,24203912,Woningmaatschappij De Zee B.V.,F.02/16/348,2016-07-14,24228473,Holdingmaatschappij Noordvest B.V.,F.02/17/53,2017-01-25,,same_postcode;name_sim_0.70,0.70
4005LA,20056007,Van der Made Infra B.V.,F.01/22/40,2022-03-01,66158184,Van der Made Personeel B.V.,F.01/22/42,2022-03-02,,same_postcode;name_sim_0.70,0.70
2312NR,69341613,Wenable B.V.,F.09/22/112,2022-05-18,77669797,Wenable Group B.V.,F.09/22/111,2022-05-18,,same_postcode;name_sim_0.70,0.70
3436ZZ,51840952,European Care Residence and Hotel Sibelius B.V.,F.16/22/1,2022-01-05,30090587,European Care Residences Hotels and Resorts (ECR) B.V.,F.16/21/292,2021-12-29,,same_postcode;name_sim_0.70,0.70
7418BT,38005799,Roto Smeets Deventer B.V.,F.05/19/146,2019-04-26,32055676,Roto Smeets Group B.V.,F.05/19/170,2019-04-29,,same_postcode;name_sim_0.70,0.70
7418AA,38020434,Eurocommerce Projectontwikkeling B.V.,F.07/12/376,2012-07-13,38020429,Eurocommerce Recreatie B.V.,F.07/12/394,2012-07-19,,same_postcode;name_sim_0.70,0.70
1713HS,36030297,Mulder Obdam Ontwikkeling B.V.,F.14/13/168,2013-05-02,37114187,Mulder Obdam Grondfinancieringen B.V.,F.14/13/182,2013-05-08,,same_postcode;name_sim_0.70,0.70
9974SL,02036332,Heiploeg Beheer B.V.,F.18/14/27,2014-01-29,02022924,Heiploeg B.V.,F.18/14/28,2014-01-29,,same_postcode;name_sim_0.70,0.70
1713GR,68019068,Photonic Networks General Contractors B.V.,F.16/22/321,2022-12-28,63197731,Photonic Networks Infra B.V.,F.16/24/371,2024-07-31,,same_postcode;name_sim_0.70,0.70
9104BC,74131168,MeiDy Wenje B.V.,F.17/23/19,2023-03-22,76861155,MeiDy Beheer B.V.,F.17/23/18,2023-03-22,,same_postcode;name_sim_0.70,0.70
4704RK,56520360,ASK Romein Beheer B.V.,F.02/23/176,2023-07-19,22048470,ASK ROMEIN Data Centers B.V.,F.02/23/80,2023-04-12,,same_postcode;name_sim_0.70,0.70
4105EM,66440092,Yoghurt Barn Franchise B.V.,F.16/23/196,2023-05-31,66448484,Yoghurt Barn Catering B.V.,F.16/23/194,2023-05-31,,same_postcode;name_sim_0.70,0.70
5231DC,70260265,Certitudo Facilities II B.V.,F.01/23/262,2023-09-21,13011302,Certitudo Offices B.V.,F.01/23/279,2023-10-02,,same_postcode;name_sim_0.70,0.70
5231DC,17220642,Certitudo Facilities B.V.,F.01/23/261,2023-09-21,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,,same_postcode;name_sim_0.70,0.70
5231DC,17220642,Certitudo Facilities B.V.,F.01/23/261,2023-09-21,81259409,Certitudo Offices IV B.V.,F.01/24/16,2024-01-10,,same_postcode;name_sim_0.70,0.70
5231DC,80271944,Certitudo Facilities IV B.V.,F.01/23/264,2023-09-21,13011302,Certitudo Offices B.V.,F.01/23/279,2023-10-02,,same_postcode;name_sim_0.70,0.70
5231DC,17197299,Certitudo Participate B.V.,F.01/23/282,2023-10-02,77091655,Certitudo Tilburg City B.V.,F.01/23/342,2023-11-01,,same_postcode;name_sim_0.70,0.70
5231DC,33229476,Certitudo Development Group B.V.,F.01/23/296,2023-10-10,85009350,Certitudo Spijkenisse Development B.V.,F.01/23/344,2023-11-01,,same_postcode;name_sim_0.70,0.70
5231DC,81258410,Certitudo Property Development IV B.V.,F.01/23/302,2023-10-11,70299323,Certitudo Property XXXII B.V.,F.01/24/63,2024-01-31,,same_postcode;name_sim_0.70,0.70
5231DC,71310142,Certitudo Property Development III B.V.,F.01/23/305,2023-10-11,70982228,Certitudo Property XXXV B.V.,F.01/23/353,2023-11-14,,same_postcode;name_sim_0.70,0.70
5231DC,71310142,Certitudo Property Development III B.V.,F.01/23/305,2023-10-11,70298084,Certitudo Property XXXI B.V.,F.01/23/394,2023-12-20,,same_postcode;name_sim_0.70,0.70
5231DC,82792666,Certitudo Property Development IX B.V.,F.01/23/310,2023-10-16,70299323,Certitudo Property XXXII B.V.,F.01/24/63,2024-01-31,,same_postcode;name_sim_0.70,0.70
5231DC,82726051,Certitudo Property Development VII B.V.,F.01/23/308,2023-10-16,70982228,Certitudo Property XXXV B.V.,F.01/23/353,2023-11-14,,same_postcode;name_sim_0.70,0.70
5231DC,82726051,Certitudo Property Development VII B.V.,F.01/23/308,2023-10-16,70298084,Certitudo Property XXXI B.V.,F.01/23/394,2023-12-20,,same_postcode;name_sim_0.70,0.70
5231DC,82726450,Certitudo Property Development VIII B.V.,F.01/23/309,2023-10-16,66561043,Certitudo Property XIX B.V.,F.01/23/358,2023-11-15,,same_postcode;name_sim_0.70,0.70
5231DC,82726450,Certitudo Property Development VIII B.V.,F.01/23/309,2023-10-16,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,,same_postcode;name_sim_0.70,0.70
5231DC,17216868,Certitudo Property Management B.V.,F.01/23/311,2023-10-16,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,,same_postcode;name_sim_0.70,0.70
5231DC,17216868,Certitudo Property Management B.V.,F.01/23/311,2023-10-16,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,,same_postcode;name_sim_0.70,0.70
5231DC,82725926,Certitudo Property Development V B.V.,F.01/23/314,2023-10-17,66561043,Certitudo Property XIX B.V.,F.01/23/358,2023-11-15,,same_postcode;name_sim_0.70,0.70
5231DC,82725926,Certitudo Property Development V B.V.,F.01/23/314,2023-10-17,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,,same_postcode;name_sim_0.70,0.70
5231DC,77679016,Certitudo Parking I B.V.,F.01/23/320,2023-10-18,17184447,Certitudo Vastgoed II B.V.,F.01/23/335,2023-11-01,,same_postcode;name_sim_0.70,0.70
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,81259409,Certitudo Offices IV B.V.,F.01/24/16,2024-01-10,,same_postcode;name_sim_0.70,0.70
5231DC,70982228,Certitudo Property XXXV B.V.,F.01/23/353,2023-11-14,84657375,Certitudo Property Development XII B.V.,F.01/23/406,2023-12-21,,same_postcode;name_sim_0.70,0.70
5231DC,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,71767304,Certitudo Offices III B.V.,F.01/23/377,2023-12-06,,same_postcode;name_sim_0.70,0.70
5231DC,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,82792674,Certitudo Property Development X B.V.,F.01/23/424,2023-12-20,,same_postcode;name_sim_0.70,0.70
5231DC,65412834,Certitudo Facilities V B.V.,F.01/23/372,2023-11-29,71767304,Certitudo Offices III B.V.,F.01/23/377,2023-12-06,,same_postcode;name_sim_0.70,0.70
5231DC,31026333,Certitudo Property Development B.V.,F.01/23/373,2023-11-29,70299323,Certitudo Property XXXII B.V.,F.01/24/63,2024-01-31,,same_postcode;name_sim_0.70,0.70
5231DC,71166599,Certitudo Property XXXVII B.V.,F.01/23/405,2023-12-20,82792674,Certitudo Property Development X B.V.,F.01/23/424,2023-12-20,,same_postcode;name_sim_0.70,0.70
5211KG,63955644,Mark Coret Beheer B.V.,F.01/24/10,2024-01-03,63955776,van de Pas/Coret Beheer B.V.,F.01/24/9,2024-01-03,,same_postcode;name_sim_0.70,0.70
6116AH,14130168,GIF Ontwikkeling B.V.,F.03/14/171,2014-05-02,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi;name_sim_0.70,0.70
6116AH,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,12052448,Nieuwe Borg Projectmanagement B.V.,F.04/14/11,2014-01-23,,same_postcode;name_sim_0.70,0.70
2723RH,63290316,FNG Retail Services B.V.,F.13/20/287,2020-08-10,63288338,Miss Etam Services B.V.,F.13/20/293,2020-08-10,,same_postcode;name_sim_0.70,0.70
2723RH,63246287,MISS ETAM HOLDING B.V.,F.13/20/291,2020-08-10,63291673,Miss Etam Operations B.V.,F.13/20/289,2020-08-10,,same_postcode;name_sim_0.70,0.70
1114AN,77288106,Foodned B.V.,F.08/24/212,2024-07-24,77288041,Foodned Staff B.V.,F.08/24/213,2024-07-24,,same_postcode;name_sim_0.70,0.70
6702DZ,60094427,Bongers International B.V.,F.05/24/29,2024-01-15,61011711,Bongers Relocations B.V.,F.05/24/30,2024-01-15,,same_postcode;name_sim_0.70,0.70
1382LV,32081261,The Body Shop Belgium B.V.,F.16/24/95,2024-02-28,32034803,The Body Shop Netherlands B.V.,F.13/24/458,2024-11-07,,same_postcode;name_sim_0.70,0.70
1382LV,32034803,The Body Shop Netherlands B.V.,F.13/24/458,2024-11-07,62262750,The Body Shop Service B.V.,F.13/24/462,2024-11-07,,same_postcode;name_sim_0.70,0.70
7625SR,06090924,NPB Bouw B.V.,F.08/16/536,2016-12-23,06090925,NPB Bouwbedrijf B.V.,F.08/16/537,2016-12-23,,same_postcode;name_sim_0.70,0.70
1014AS,67354025,Boxx Opslagverhuur Diemen B.V.,F.13/24/156,2024-04-25,85950785,Boxx Opslagverhuur Almere Omroepweg B.V.,F.13/24/213,2024-06-03,,same_postcode;name_sim_0.70,0.70
1014AS,64887324,Boxx Opslagverhuur Amsterdam Zuid-Oost B.V.,F.13/24/204,2024-05-29,82811245,Boxx Opslagverhuur Zoetermeer 1 B.V.,F.13/24/210,2024-06-03,68203,same_postcode;shared_sbi;name_sim_0.70,0.70
1014AS,57558078,Boxx Opslagverhuur Amsterdam Zaanstad B.V.,F.13/24/209,2024-06-03,90825667,Boxx Opslagverhuur Almere Jool-Hulstraat B.V.,F.13/24/443,2024-10-23,,same_postcode;name_sim_0.70,0.70
1014AS,65006550,Boxx Opslagverhuur Amersfoort B.V.,F.13/24/214,2024-06-03,67353983,Boxx Opslagverhuur Breukelen B.V.,F.13/24/221,2024-06-05,"68203,68320",same_postcode;shared_sbi;name_sim_0.70,0.70
1014AS,85950785,Boxx Opslagverhuur Almere Omroepweg B.V.,F.13/24/213,2024-06-03,64893758,Boxx Opslagverhuur Utrecht 1 B.V.,F.13/24/231,2024-06-06,"68203,68320",same_postcode;shared_sbi;name_sim_0.70,0.70
5351NG,67537197,Megens Cleaning & Dienstverlening B.V.,F.01/24/56,2024-01-24,67533825,Megens Dienstverlening Holding B.V.,F.01/24/97,2024-02-28,,same_postcode;name_sim_0.70,0.70
6431GG,84563540,Algemene Verkeers Dienst (AVD) B.V.,F.03/24/60,2024-03-27,84563273,Algemene Veiligheids Dienst B.V.,F.03/24/181,2024-08-07,,same_postcode;name_sim_0.70,0.70
3526KP,30262675,2gather B.V.,F.16/24/216,2024-06-05,32105112,2gather Group B.V.,F.16/24/217,2024-06-05,,same_postcode;name_sim_0.70,0.70
2132PZ,53020863,Scotch & Soda Group B.V.,F.13/23/83,2023-03-21,34163543,Scotch & Soda E-commerce B.V.,F.13/23/84,2023-03-22,,same_postcode;name_sim_0.70,0.70
2132PZ,34163543,Scotch & Soda E-commerce B.V.,F.13/23/84,2023-03-22,63425092,Scotch & Soda B.V.,F.13/23/87,2023-03-22,"14210,46160,74110",same_postcode;shared_sbi;name_sim_0.70,0.70
3454PV,92185126,CSA Services Capelle B.V.,F.16/25/372,2025-07-22,92107451,CSA Services Holding B.V.,F.16/25/521,2025-11-05,,same_postcode;name_sim_0.70,0.70
7336AS,81608233,4Suites Cloud B.V.,F.05/24/323,2024-08-07,65632338,4Suites B.V.,F.05/24/367,2024-09-05,,same_postcode;name_sim_0.70,0.70
3581CW,90410254,Dionysius Investments B.V. in liquidatie,F.16/25/117,2025-03-12,64047849,ZWS Recruitment B.V. in liquidatie,F.16/25/115,2025-03-12,,same_postcode;name_sim_0.70,0.70
2993LV,51923939,Flinter Atlantic N.V.,F.10/16/663,2016-12-16,53982770,Flinter Trader N.V.,F.10/16/661,2016-12-16,,same_postcode;name_sim_0.70,0.70
9701BC,02057412,Storteboom Holding B.V.,F.18/03/105,2008-03-07,02065718,Storteboom Reproductie B.V.,F.18/03/121,2008-03-07,,same_postcode;name_sim_0.70,0.70
9672AC,59242876,MAS Coatings B.V.,F.18/20/106,2020-06-08,58862196,MAS Holding B.V.,F.18/20/104,2020-06-08,,same_postcode;name_sim_0.70,0.70
7812VZ,69216142,Rene@Assen B.V.,F.18/24/68,2024-02-28,52906809,Rene@Emmen B.V.,F.18/24/67,2024-02-28,,same_postcode;name_sim_0.70,0.70
4631SP,20131682,Flowing Art Holding B.V.,F.02/24/152,2024-04-03,53526724,Flowing Art Floors B.V.,F.02/24/151,2024-04-03,,same_postcode;name_sim_0.70,0.70
2031BJ,81614535,Your Recruitment Agency B.V.,F.15/23/207,2023-09-20,81068093,Your Expat Agency B.V.,F.15/23/206,2023-09-20,,same_postcode;name_sim_0.70,0.70
1012NZ,75304910,Agora Retail B.V.,F.13/23/223,2023-07-27,84126256,Agora TR B.V.,F.13/23/224,2023-07-27,,same_postcode;name_sim_0.70,0.70
1018AV,60260556,G3 Assets B.V.,F.13/18/158,2018-05-16,52515494,G3 Presents B.V.,F.13/18/151,2018-05-09,,same_postcode;name_sim_0.70,0.70
3584BN,51953803,Weststaete Hypo Fund B.V.,F.16/15/432,2015-05-28,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,,same_postcode;name_sim_0.70,0.70
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,50055909,Weststaete Garant B.V.,F.16/15/427,2015-05-28,,same_postcode;name_sim_0.70,0.70
3584BN,54623006,Weststaete Residential Fund Funding B.V.,F.16/15/439,2015-05-28,53541294,Weststaete Spread Fund B.V.,F.16/15/435,2015-05-28,"64310,64923,68110,68320",same_postcode;shared_sbi;name_sim_0.70,0.70
3584BN,53541197,Weststaete Spread Fund Funding B.V.,F.16/15/434,2015-05-28,55796338,Weststaete Property Fund B.V.,F.16/15/446,2015-05-28,,same_postcode;name_sim_0.70,0.70
3533GM,84830131,Bloemenhuis Utrecht B.V.,F.16/25/44,2025-01-29,84830115,Bloemenhuis Händelstraat B.V.,F.16/25/43,2025-01-29,,same_postcode;name_sim_0.70,0.70
6708PV,66988144,Koekfabriek Beheer B.V.,F.05/25/109,2025-03-07,59398817,de Koekfabriek Utrecht B.V.,F.05/24/358,2024-09-04,,same_postcode;name_sim_0.70,0.70
6708PV,68440359,de Koekfabriek 026 B.V.,F.05/24/360,2024-09-04,71969713,de Koekfabriek Wageningen B.V.,F.05/24/356,2024-09-03,,same_postcode;name_sim_0.70,0.70
6708PV,68440936,de Koekfabriek 076 B.V.,F.05/24/361,2024-09-04,71969713,de Koekfabriek Wageningen B.V.,F.05/24/356,2024-09-03,,same_postcode;name_sim_0.70,0.70
6708PV,71969713,de Koekfabriek Wageningen B.V.,F.05/24/356,2024-09-03,70973024,de Koekfabriek 010 B.V.,F.05/24/359,2024-09-04,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563705,GroeNoord F B.V.,F.18/25/61,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,76947157,GroeNoord H B.V.,F.18/25/65,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563659,GroeNoord C B.V.,F.18/25/64,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563594,GroeNoord B B.V.,F.18/25/62,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,76947246,GroeNoord I B.V.,F.18/25/66,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563713,GroeNoord G B.V.,F.18/25/63,2025-02-11,,same_postcode;name_sim_0.70,0.70
